цель	судья	род	было	стало	идентификатор
js	связывание	функция	Связать голову и хвост	Связать голову и хвост JavaScript	svyazat_golovu_i_hvost_javascript
js	связывание	функция	Связать имя	Связать имя JavaScript	svyazat_imya_javascript
js	связывание	функция	Связать любое	Связать любое JavaScript	svyazat_lyuboe_javascript
js	связывание	функция	Связать параметр	Связать параметр JavaScript	svyazat_parametr_javascript
js	связывание	функция	Связать поля варианта	Связать поля варианта JavaScript	svyazat_polya_varianta_javascript
js	связывание	функция	Связать простое	Связать простое JavaScript	svyazat_prostoe_javascript
js	связывание	функция	Связки варианта	Связки варианта JavaScript	svyazki_varianta_javascript
js	связывание	функция	Связывание образца	Связывание образца JavaScript	svyazyvanie_obrazca_javascript
js	связывание	функция	Синонимы форм	Синонимы форм JavaScript	sinonimy_form_javascript
js	связывание	функция	Слить вариант типа	Слить вариант типа JavaScript	slit_variant_tipa_javascript
js	связывание	функция	Слить варианты суммы	Слить варианты суммы JavaScript	slit_varianty_summy_javascript
js	связывание	функция	Слить запись типа	Слить запись типа JavaScript	slit_zapis_tipa_javascript
js	связывание	функция	Слово аргументов	Слово аргументов JavaScript	slovo_argumentov_javascript
js	связывание	функция	Собрать вариант	Собрать вариант JavaScript	sobrat_variant_javascript
js	связывание	функция	Собрать варианты	Собрать варианты JavaScript	sobrat_varianty_javascript
js	связывание	функция	Собрать записи	Собрать записи JavaScript	sobrat_zapisi_javascript
js	связывание	функция	Собрать общее	Собрать общее JavaScript	sobrat_obschee_javascript
js	связывание	функция	Собрать параметр	Собрать параметр JavaScript	sobrat_parametr_javascript
js	связывание	функция	Собрать поле типа	Собрать поле типа JavaScript	sobrat_pole_tipa_javascript
js	связывание	функция	Собрать поля типа	Собрать поля типа JavaScript	sobrat_polya_tipa_javascript
js	связывание	функция	Собрать постусловие	Собрать постусловие JavaScript	sobrat_postuslovie_javascript
js	связывание	функция	Собрать предусловие	Собрать предусловие JavaScript	sobrat_preduslovie_javascript
js	связывание	функция	Собрать суммы	Собрать суммы JavaScript	sobrat_summy_javascript
js	связывание	функция	Собрать функции	Собрать функции JavaScript	sobrat_funkcii_javascript
js	связывание	функция	Собрать функцию	Собрать функцию JavaScript	sobrat_funkciyu_javascript
js	связывание	функция	Суффикс доказанного помощника	Суффикс доказанного помощника JavaScript	suffiks_dokazannogo_pomoschnika_javascript
js	связывание	функция	Таблица шагов	Таблица шагов JavaScript	tablica_shagov_javascript
js	связывание	функция	Тело ветви	Тело ветви JavaScript	telo_vetvi_javascript
js	связывание	функция	Тело с постусловиями	Тело с постусловиями JavaScript	telo_s_postusloviyami_javascript
js	связывание	функция	Тело функции	Тело функции JavaScript	telo_funkcii_javascript
js	связывание	функция	Тело цикла	Тело цикла JavaScript	telo_cikla_javascript
js	связывание	функция	Формы, снимаемые непустотой	Формы, снимаемые непустотой JavaScript	formy_snimaemye_nepustotoy_javascript
js	связывание	функция	Хвостовое если	Хвостовое если JavaScript	hvostovoe_esli_javascript
js	связывание	функция	Хвостовое значение	Хвостовое значение JavaScript	hvostovoe_znachenie_javascript
js	связывание	функция	Хвостовое пусть	Хвостовое пусть JavaScript	hvostovoe_pust_javascript
js	связывание	функция	Хвостовой возврат	Хвостовой возврат JavaScript	hvostovoy_vozvrat_javascript
js	связывание	функция	Хвостовой вызов	Хвостовой вызов JavaScript	hvostovoy_vyzov_javascript
js	связывание	функция	Хвостовой отскок	Хвостовой отскок JavaScript	hvostovoy_otskok_javascript
js	связывание	функция	Хвостовой цикл	Хвостовой цикл JavaScript	hvostovoy_cikl_javascript
js	связывание	функция	Хвостовые вызовы	Хвостовые вызовы JavaScript	hvostovye_vyzovy_javascript
js	связывание	функция	Хвостовые рёбра	Хвостовые рёбра JavaScript	hvostovye_ryobra_javascript
js	связывание	функция	Число параметров	Число параметров JavaScript	chislo_parametrov_javascript
js	связывание	функция	Шаг временного аргумента	Шаг временного аргумента JavaScript	shag_vremennogo_argumenta_javascript
js	связывание	функция	Шаг записи	Шаг записи JavaScript	shag_zapisi_javascript
js	связывание	функция	Шаг постусловия	Шаг постусловия JavaScript	shag_postusloviya_javascript
js	связывание	функция	Шаг присвоения параметра	Шаг присвоения параметра JavaScript	shag_prisvoeniya_parametra_javascript
js	связывание	функция	Шапка модуля	Шапка модуля JavaScript	shapka_modulya_javascript
js	связывание	функция	Это отскок	Это отскок JavaScript	eto_otskok_javascript
js	связывание	функция	Это самовызов	Это самовызов JavaScript	eto_samovyzov_javascript
js	связывание	функция	Это число	Это число JavaScript	eto_chislo_javascript
js	связывание	функция	Это число в скаляре	Это число в скаляре JavaScript	eto_chislo_v_skalyare_javascript
js	типы	вариант	Есть функция	Есть функция JavaScript	variant_est_funkciya_javascript
js	типы	вариант	Нет функции	Нет функции JavaScript	variant_net_funkcii_javascript
